Piece,Type,Key,Difficulty,Date,Ensemble
Villanescà 2 - Pues ya las claras fuentes,villanesca villanesca-light lute song,CM,2.0,1576,6-course alto
Villanescà 2 - Pues ya las claras fuentes,villanesca villanesca-light lute song,GM,2.0,1576,6-course d bass lute tenor
Villanescà 3 - Ay de me sin ventura,villanesca villanesca-light lute song,CM,3.0,1576,6-course alto
Villanescà 3 - Ay de me sin ventura,villanesca villanesca-light lute song,FM,3.0,1576,6-course soprano
Villanescà 4 - Adios verde rivera,villanesca villanesca-light lute song,CM,3.0,1576,6-course alto
Villanescà 4 - Adios verde rivera,villanesca villanesca-light lute song,FM,3.0,1576,6-course c descant lute soprano
Villanescà 5 - No vez amor,villanesca villanesca-light lute song,Dm,3.0,1576,6-course
Villanescà 5 - No vez amor,villanesca villanesca-light lute song,Gm,3.0,1576,6-course c descant lute
Villanescà 6 - Esclarecida Juana,villanesca villanesca-light lute song,Dm,4.0,1576,6-course  alto
Villanescà 6 - Esclarecida Juana,villanesca villanesca-light lute song,Gm,4.0,1576,6-course c descant lute soprano
Villanesca 7 - Duro mal terrible llanto,villanesca villanesca-light lute song,Dm,3.0,1576,6-course alto
Villanesca 7 - Duro mal terrible llanto,villanesca villanesca-light lute song,Gm,4.0,1576,6-course c descant lute soprano
Villanesca 8 - Dime manso viento,villanesca villanesca-light lute song,Gm,3.0,1576,6-course tenor
Villanesca 9 - Callese y Mercurio,villanesca villanesca-light lute song,Dm,3.0,1576,6-course alto
Villancico 1 - Nunca mas veran,villancico villancico-light lute song,Cm,2.0,1576,6-course alto
Villancico 2 - Dame acogida,villancico villancico-light lute song,Gm,2.0,1576,6-course alto
Villancico 3 - A tierras agenas,villancico villancico-light lute song,Gm,2.0,1576,6-course alto
Villancico 4 - Que razon podeys,villancico villancico-light lute song,Dm,3.0,1576,6-course tenor
Villancico 5 - Alegrias alegrias,villancico villancico-light lute song,CM,2.0,1576,6-course alto
Villancico 6 - Gritos dava la morenica,villancico villancico-light lute song,Cm,2.0,1576,6-course alto
Villancico 7 - Serrana donde dormistis,villancico villancico-light lute song,GM,2.0,1576,6-course alto
Villancico 8 - Zagaleja la de lo verde,villancico villancico-light lute song,Gm,2.0,1576,6-course alto
Villancico 9 - Quien te hizo Juan Pastor,villancico villancico-light lute song,Cm,3.0,1576,6-course alto
Villancico 10 - Quando las dedichas,villancico villancico-light lute song,Gm,3.0,1576,6-course alto
Villancico 11 - Mira Juan,villancico villancico-light lute song,Gm,3.0,1576,6-course soprano
Cancion Francesa 1 - Vostre rigeur,cancion vocal intabulation,Dm,4.0,1576,6-course a lute
,lied vocal intabulation,Em,3.0,1607,6-course
,dance,CM,3.0,1607,6-course
,dance,FM,2.0,1607,6-course
,dance,FM Gm,3.0,1607,6-course
,dance,Gm,3.0,1607,6-course
,dance,Gm Cm,3.0,1607,6-course
,dance,Cm,3.0,1607,6-course
,dance,FM,2.0,1607,6-course
,dance,BbM,3.0,1607,6-course
,dance,Cm,3.0,1607,6-course
,dance,CM FM,3.0,1607,6-course
,dance,FM,3.0,1607,6-course
,dance,EbM,3.0,1607,6-course
,dance,GM,3.0,1607,6-course
,dance,Cm,3.0,1607,6-course
,dance,CM,2.0,1607,6-course
,dance,Cm,3.0,1607,6-course
,dance,FM,3.0,1607,6-course
,dance,BbM,3.0,1607,6-course
,dance,CM,2.0,1607,6-course
,dance,FM,2.0,1607,6-course
,dance,GM,3.0,1607,6-course
,dance,GM,4.0,1607,6-course
,dance,Dm,3.0,1607,6-course
,dance,Gm,3.0,1607,6-course
,dance,BbM,3.0,1607,6-course
,dance,Cm,3.0,1607,6-course
,dance,CM,3.0,1607,6-course
,dance,Gm,3.0,1607,6-course
,dance,FM,3.0,1607,6-course
,dance,CM,3.0,1607,6-course
,dance,FM,3.0,1607,7-course
,dance,FM,3.0,1607,7-course
,dance,FM,3.0,1607,7-course
,dance,Dm,3.0,1607,7-course
,dance matachin,FM,3.0,1607,6-course
,dance,FM,3.0,1607,6-course
,dance,GM,3.0,1607,6-course
,dance,FM,3.0,1607,6-course
,dance,Dm,3.0,1607,6-course
,dance,FM,3.0,1607,6-course
,dance,Fm,3.0,1607,6-course
,dance,FM,3.0,1607,7-course
,dance,Gm,3.0,1607,7-course
,dance,Gm,2.0,1607,6-course
,dance,Gm,3.0,1607,6-course
,dance,Fm,3.0,1607,7-course
,dance,Cm,3.0,1607,7-course
,dance,Dm,3.0,1607,7-course
,dance,Gm,3.0,1607,7-course
,dance,Cm,3.0,1607,6-course
,dance,Gm,3.0,1607,6-course
,dance,FM,3.0,1607,7-course
,dance,Gm,3.0,1607,7-course
,dance,FM,3.0,1607,7-course
,dance,FM,3.0,1607,7-course
,dance,Fm,3.0,1607,6-course
,allemande,Gm,3.0,1607,6-course
,dance,Gm,3.0,1607,6-course
,galliard,Cm,3.0,1607,6-course
,padoana,Gm,3.0,1607,6-course
,galliard popular theme,Gm,3.0,1607,6-course
,galliard,BbM,4.0,1607,7-course
,pavane,BbM,3.0,1607,6-course
,popular theme vocal intabulation,CM,3.0,1607,6-course
,popular theme vocal intabulation,Gm,3.0,1607,6-course
,popular theme vocal intabulation,CM,3.0,1607,6-course
,gassenhauer,BbM,3.0,1607,6-course
,psalm hymn,FM,3.0,1607,6-course
,carol,FM,3.0,1607,7-course
My thoughts are winged with hopes,madrigal,Cm,3.0,1597,bass tenor alto soprano
Come away come sweet love,lute song,Gm,3.0,1597,6-course 6-course bass viol soprano
Come away come sweet love,lute song,FM,4.0,1597,7-course 6-course bass viol soprano
Come away come sweet love,lute song,FM,4.0,1597,7-course 6-course bass viol soprano
Come away come sweet love,lute song,FM,4.0,1597,7-course 6-course bass viol soprano
Come away come sweet love,lute song,FM,4.0,1597,7-course 6-course bass viol  soprano
Come away come sweet love,lute song,Gm,3.0,1597,6-course 6-course bass viol soprano
Come away come sweet love,lute song,Gm,3.0,1597,6-course 6-course bass viol soprano
Come away come sweet love,lute song,Gm,3.0,1597,6-course 6-course bass viol soprano
Come away come sweet love,lute song,Fm,4.0,1597,7-course 6-course bass viol soprano
Sleep wayward thoughts,lute song,GM,3.0,1597,6-course soprano
Sleep wayward thoughts,lute song,GM,3.0,1597,6-course soprano
Flow my tears (Gm),lute song,Gm,3.0,1600,8-course alto
Flow my tears (Gm),lute song,Gm,3.0,1600,8-course alto
Flow my tears (Gm),lute song,Gm,3.0,1600,8-course alto
Flow my tears (Gm),lute song,Gm,3.0,1600,8-course alto
Die not before thy day,lute song,Gm,3.0,1600,7-course 6-course bass viol alto
Die not before thy day,lute song,Gm,3.0,1600,7-course 6-course bass viol alto
Die not before thy day,lute song,Gm,3.0,1600,7-course 6-course bass viol alto
Die not before thy day,lute song,Gm,3.0,1600,7-course 6-course bass viol alto
,lute song,Gm,3.0,1600,8-course tenor
Farewell too fair for my admiring,lute song,Am,3.0,1603,8-course 6-course bass viol soprano
Farewell too fair for my admiring,lute song,Am,3.0,1603,8-course 6-course bass viol soprano
Farewell too fair for my admiring,lute song,Am,3.0,1603,8-course 6-course bass viol soprano
Farewell too fair for my admiring,lute song,Am,3.0,1603,8-course 6-course bass viol soprano
Time stands still,lute song,GM,3.0,1603,8-course 6-course bass viol alto
Time stands still,lute song,GM,3.0,1603,8-course 6-course bass viol alto
Time stands still,lute song,GM,3.0,1603,8-course 6-course bass viol alto
Time stands still,lute song,GM,3.0,1603,8-course 6-course bass viol alto
Time stands still,lute song,GM,3.0,1603,8-course 6-course bass viol alto
Behold a wonder here,lute song,GM,3.0,1603,8-course 6-course bass viol soprano
Behold a wonder here,lute song,GM,3.0,1603,8-course 6-course bass viol soprano
Behold a wonder here,lute song,GM,3.0,1603,8-course 6-course bass viol soprano
Behold a wonder here,lute song,GM,3.0,1603,8-course 6-course bass viol soprano
Behold a wonder here,lute song,GM,3.0,1603,8-course 6-course bass viol soprano
Daphne was not so chaste,lute song,FM,3.0,1603,7-course 6-course bass viol soprano
Daphne was not so chaste,lute song,FM,3.0,1603,7-course 6-course bass viol soprano
Daphne was not so chaste,lute song,FM,3.0,1603,7-course 6-course bass viol soprano
Daphne was not so chaste,lute song,FM,3.0,1603,7-course 6-course bass viol soprano
Come when I call (a dialogue),lute song madrigal,FM,3.0,1603,archlute bass tenor 2:tenor tenor 1:tenor alto 2:alto alto1:alto
Come when I call (a dialogue),lute song madrigal,FM,3.0,1603,archlute bass tenor 2:tenor tenor 1:tenor alto 2:alto alto1:alto
Come when I call (a dialogue),lute song madrigal duet dialogue,FM,3.0,1603,lute 1:7-course  lute 2: archlute bass alto 1:alto alto 2: alto tenor 1:tenor tenor 2: tenor
Come when I call (a dialogue),lute song madrigal duet dialogue,FM,3.0,1603,lute 1:7-course  lute 2: archlute bass soprano alto tenor 1:tenor tenor 2: tenor
Come when I call (a dialogue),lute song madrigal duet dialogue,FM,3.0,1603,lute 1:7-course  lute 2: archlute bass soprano alto tenor 1:tenor tenor 2: tenor
Come when I call (a dialogue),lute song madrigal duet dialogue,FM,3.0,1603,lute 1:7-course  lute 2: 7-course bass soprano alto tenor 1:tenor tenor 2: tenor
Come when I call (a dialogue),lute song madrigal duet dialogue,FM,3.0,1603,lute 1:7-course  lute 2: archlute bass soprano alto tenor 1:tenor tenor 2: tenor
Come when I call (a dialogue),lute song madrigal duet dialogue,FM,3.0,1603,lute 1:7-course  lute 2: 7-course bass alto 1:alto alto 2: alto tenor 1:tenor tenor 2: tenor
Come when I call (a dialogue),lute song madrigal,FM,3.0,1603,lute 1:7-course lute 2:6-course d bass lute bass tenor 1:tenor tenor 2:tenor alto 1:alto alto 2:alto
Come when I call (a dialogue),lute song madrigal,FM,3.0,1603,7-course 6-course d bass lute bass tenor 2:tenor tenor 1:tenor alto 2:alto alto 1:alto
Come when I call,lute song madrigal,FM,3.0,1603,lute 1:7-course lute 2:6-course d bass lute bass tenor 1:tenor tenor 2:tenor alto 1:alto alto 2:alto
Come when I call,lute song madrigal,FM,3.0,1603,lute 1:7-course lute 2:6-course d bass lute bass tenor 1:tenor tenor 2:tenor alto 1:alto alto 2:alto
Come when I call,lute song madrigal,FM,3.0,1603,lute 1:7-course lute 2:6-course d bass lute bass tenor 1:tenor tenor 2:tenor alto 1:alto alto 2:alto
Come when I call,lute song madrigal,FM,3.0,1603,7-course 6-course d bass lute bass tenor 2:tenor tenor 1:tenor alto 2:alto alto 1:alto
Disdain me still,lute song madrigal,GM,3.0,1610,8-course 6-course bass viol tenor viol alto viol soprano
Disdain me still,lute song madrigal,GM,3.0,1610,6-course 6-course bass viol bass tenor alto soprano
Disdain me still,lute song madrigal,GM,3.0,1610,6-course 6-course bass viol bass tenor alto soprano
Disdain me still,lute song madrigal,GM,3.0,1610,6-course 6-course bass viol bass tenor alto soprano
Go nightly cares,lute song,Gm,3.0,1610,8-course 6-course bass viol treble viol alto
Go nightly cares,lute song,Gm,3.0,1610,8-course 6-course bass viol treble viol alto
Go nightly cares,lute song,Gm,3.0,1610,8-course 6-course bass viol treble viol alto
Go nightly cares,lute song,Gm,3.0,1610,8-course 6-course bass viol treble viol alto
Go nightly cares,lute song,Gm,3.0,1610,8-course 6-course bass viol treble viol alto
Go nightly cares,lute song,Gm,3.0,1610,8-course 6-course bass viol treble viol alto
Go nightly cares,lute song,Gm,3.0,1610,8-course 6-course bass viol treble viol alto
From silent night,lute song,Am,3.0,1610,8-course 6-course bass viol treble viol alto
From silent night,lute song,Am,3.0,1610,8-course 6-course bass viol treble viol soprano
From silent night,lute song,Am,3.0,1610,8-course 6-course bass viol treble viol alto
From silent night,lute song,Am,3.0,1610,8-course 6-course bass viol treble viol alto
From silent night,lute song,Am,3.0,1610,8-course 6-course bass viol treble viol soprano
From silent night,lute song,Am,3.0,1610,8-course 6-course bass viol treble viol soprano
From silent night,lute song,Am,3.0,1610,8-course 6-course bass viol treble viol soprano
Lasso vita mia,lute song,Dm,3.0,1610,8-course 6-course bass viol treble viol alto
Lasso vita mia,lute song,Dm,3.0,1610,8-course 6-course bass viol treble viol alto
Lasso vita mia,lute song,Dm,3.0,1610,8-course 6-course bass viol treble viol alto
Lasso vita mia,lute song,Dm,3.0,1610,8-course 6-course bass viol treble viol alto
Lasso vita mia,lute song,Dm,3.0,1610,8-course 6-course bass viol treble viol alto
Lasso vita mia,lute song,Dm,3.0,1610,8-course 6-course bass viol treble viol alto
In this trembling shadow cast,lute song madrigal religious,Dm,3.0,1610,6-course 6-course bass viol treble viol soprano
In this trembling shadow cast,lute song madrigal religious,Gm,3.0,1610,6-course 6-course bass viol treble viol soprano
In this trembling shadow cast,lute song madrigal religious,Gm,3.0,1610,6-course 6-course bass viol treble viol soprano
In this trembling shadow cast,lute song madrigal religious,Gm,3.0,1610,6-course 6-course bass viol treble viol soprano
Thou mighty God,lute song religious,Em,3.0,1610,8-course 6-course bass viol tenor viol alto viol soprano
Thou mighty God,religious,Em,3.0,1610,8-course 6-course bass viol tenor viol alto viol soprano
Thou mighty God,lute song religious,Em,3.0,1610,8-course 6-course bass viol tenor viol alto viol soprano
Thou mighty God,lute song religious,Em,3.0,1610,8-course 6-course bass viol tenor viol alto viol soprano
Thou mighty God,lute song religious,Em,3.0,1610,8-course 6-course bass viol tenor viol alto viol soprano
Thou mighty God,lute song religious,Em,3.0,1610,8-course 6-course bass viol bass tenor alto soprano
Thou mighty God,lute song religious,Em,3.0,1610,8-course 6-course bass viol bass tenor alto soprano
Thou mighty God,lute song religious,Em,3.0,1610,8-course 6-course bass viol bass tenor alto soprano
Where sin sore wounding,lute song religious,Gm,3.0,1610,6-course 6-course bass viol bass tenor alto soprano
Where sin sore wounding,lute song religious,Gm,3.0,1610,6-course 6-course bass viol bass tenor alto soprano
Welcome black night,lute song,GM,3.0,1610,8-course 6-course bass viol alto
Welcome black night,lute song,GM,3.0,1610,8-course 6-course bass viol alto
Welcome black night,lute song,GM,3.0,1610,8-course 6-course bass viol alto
Welcome black night,lute song,GM,3.0,1610,8-course 6-course bass viol alto
Welcome black night,lute song,GM,3.0,1610,8-course 6-course bass viol alto
Far from triumphing court,lute song,GM,3.0,1610,8-course 6-course bass viol soprano
Far from triumphing court,lute song,GM,3.0,1610,8-course 6-course bass viol soprano
Far from triumphing court,lute song,GM,3.0,1610,8-course 6-course bass viol soprano
Far from triumphing court,lute song,GM,3.0,1610,8-course 6-course bass viol soprano
Lady if you so spite me,lute song,Gm,3.0,1610,8-course 6-course bass viol soprano
Lady if you so spite me,lute song,Gm,3.0,1610,8-course 6-course bass viol soprano
Lady if you so spite me,lute song,Gm,3.0,1610,8-course 6-course bass viol soprano
Lady if you so spite me,lute song,Gm,3.0,1610,8-course 6-course bass viol soprano
In darkness let me dwell,lute song,Am,4.0,1610,8-course 6-course bass viol alto
In darkness let me dwell,lute song,Am,4.0,1610,8-course 6-course bass viol alto
In darkness let me dwell,lute song,Gm,4.0,1610,8-course f lute 6-course bass viol alto
In darkness let me dwell,lute song,Am,4.0,1610,8-course 6-course bass viol alto
In darkness let me dwell,lute song,Am,4.0,1610,8-course 6-course bass viol alto
In darkness let me dwell,lute song,Am,4.0,1610,8-course 6-course bass viol alto
In darkness let me dwell,lute song,Am,4.0,1610,8-course 6-course bass viol alto
In darkness let me dwell,lute song,Gm,4.0,1610,8-course f lute 6-course bass viol alto
,galliard,Fm,5.0,1610,7-course
,lute song,Gm,3.0,1610,voice lute:7-course 6-course bass viol
,lute song,Gm,3.0,1610,voice lute:7-course 6-course bass viol
,lute song,Gm,3.0,1610,voice lute:7-course 6-course bass viol
,lute song,Gm,3.0,1610,voice lute:7-course 6-course bass viol
,lute song,Gm,3.0,1610,voice lute:7-course 6-course bass viol
,lute song,Gm,3.0,1610,voice lute:7-course 6-course bass viol
,lute song,Cm,3.0,1610,voice lute:6-course 6-course bass viol
,lute song,Cm,3.0,1610,voice lute:6-course 6-course bass viol
,lute song,Cm,3.0,1610,voice lute:6-course 6-course bass viol
,lute song,GM,3.0,1610,voice lute:7-course 6-course bass viol
,lute song,GM,3.0,1610,voice lute:7-course 6-course bass viol
,lute song,GM,3.0,1610,voice lute:7-course 6-course bass viol
,lute song,Gm,3.0,1610,voice lute:7-course 6-course bass viol
,lute song,Gm,3.0,1610,voice lute:7-course 6-course bass viol
,lute song,Gm,3.0,1610,voice lute:7-course 6-course bass viol
,lute song,Cm,4.0,1610,voice lute:6-course 6-course bass viol
,lute song,Cm,4.0,1610,voice lute:6-course 6-course bass viol
,lute song,Cm,3.0,1610,voice lute:6-course 6-course bass viol
,lute song,GM,3.0,1610,lute:8-course 6-course bass viol soprano
,lute song,GM,3.0,1610,lute:8-course 6-course bass viol soprano
,lute song,GM,3.0,1610,lute:8-course 6-course bass viol soprano
,lute song,GM,3.0,1610,lute:8-course 6-course bass viol soprano
,lute song,Gm,4.0,1610,lute:8-course 6-course bass viol soprano
,lute song,Gm,4.0,1610,lute:8-course 6-course bass viol soprano
,lute song,Gm,4.0,1610,lute:8-course 6-course bass viol soprano
,lute song,Gm,4.0,1610,lute:8-course 6-course bass viol soprano
,lute song,Gm,4.0,1610,lute:8-course 6-course bass viol voice:alto
,lute song,Gm,4.0,1610,8-course f lute 6-course bass viol alto
,lute song,Gm,4.0,1610,archlute 6-course bass viol voice:alto
,lute song,Gm,4.0,1610,lute:8-course 6-course bass viol voice:alto
,lute song,Gm,4.0,1610,lute:8-course 6-course bass viol voice:alto
,lute song,Am,4.0,1610,lute:8-course 6-course bass viol voice:alto
,lute song,Am,4.0,1610,lute:8-course 6-course bass viol voice:alto
,lute song,Gm,4.0,1610,lute:8-course 6-course bass viol voice:alto
,lute song,Gm,4.0,1610,lute:8-course 6-course bass viol voice:alto
,lute song,Gm,4.0,1610,lute:8-course 6-course bass viol voice:alto
,lute song,Am,4.0,1610,lute:8-course 6-course bass viol voice:alto
,lute song,Am,4.0,1610,lute:8-course 6-course bass viol voice:alto
,lute song air de cour,Cm,3.0,1610,6-course bass viol lute:10-course voice:soprano
,lute song air de cour,Cm,3.0,1610,6-course bass viol lute:10-course voice:soprano
,lute song air de cour,Cm,3.0,1610,6-course bass viol lute:10-course voice:soprano
,lute song air de cour,Cm,3.0,1610,6-course bass viol lute:10-course voice:soprano
,lute song air de cour,Cm,3.0,1610,6-course bass viol lute:9-course voice:soprano
,lute song air de cour,Cm,3.0,1610,6-course bass viol lute:9-course voice:soprano
,lute song air de cour,Cm,3.0,1610,6-course bass viol lute:9-course voice:soprano
,lute song air de cour,Cm,3.0,1610,6-course bass viol lute:9-course voice:soprano
,lute song air de cour,Cm,3.0,1610,6-course bass viol lute:9-course voice:soprano
,lute song air de cour,Cm,3.0,1610,6-course bass viol lute:9-course voice:soprano
,lute song air de cour,Cm,3.0,1610,6-course bass viol lute:9-course voice:soprano
,lute song canzona,Fm,3.0,1610,6-course bass viol lute:9-course voice:soprano
,lute song canzona,Fm,3.0,1610,6-course bass viol lute:9-course voice:soprano
,lute song canzona,Fm,3.0,1610,6-course bass viol lute:9-course voice:soprano
,lute song canzona,Fm,3.0,1610,6-course bass viol lute:9-course voice:soprano
,lute song canzona,GM,3.0,1610,6-course bass viol lute:8-course voice:soprano
,lute song canzona,GM,3.0,1610,6-course bass viol lute:8-course voice:soprano
,lute song canzona,GM,3.0,1610,6-course bass viol lute:8-course voice:soprano
,lute song canzona,GM,3.0,1610,6-course bass viol lute:8-course voice:soprano
,lute song canzona,Gm,3.0,1610,6-course bass viol lute:9-course voice:soprano
,lute song canzona,Gm,3.0,1610,6-course bass viol lute:9-course voice:soprano
,lute song canzona,Gm,3.0,1610,6-course bass viol lute:9-course voice:soprano
,lute song canzona,Gm,3.0,1610,6-course bass viol lute:9-course voice:soprano
,lute song canzona,Gm,3.0,1610,6-course bass viol lute:8-course voice:soprano
,lute song canzona,Gm,3.0,1610,6-course bass viol lute:8-course voice:soprano
,lute song canzona,Gm,3.0,1610,6-course bass viol lute:8-course voice:soprano
,lute song canzona,Gm,3.0,1610,6-course bass viol lute:8-course voice:soprano
,lute song,Gm,3.0,1610,6-course bass viol lute:8-course voice:soprano
,lute song,Gm,3.0,1610,6-course bass viol lute:8-course voice:soprano
,lute song,Gm,3.0,1610,6-course bass viol lute:8-course voice:soprano
,,G canzona,3.0,1610,6-course bass viol lute:8-course voice:soprano
,lute song,Gm,3.0,1610,lute:8-course 6-course bass viol voice:alto
,lute song,Fm,3.0,1610,voice:alto 6-course bass viol
,lute song,Gm,3.0,1610,lute:8-course 6-course bass viol voice:alto
,lute song,Gm,3.0,1610,lute:8-course 6-course bass viol voice:alto
,lute song,Gm,3.0,1610,lute:8-course 6-course bass viol voice:alto
,lute song,Gm,3.0,1610,lute:8-course 6-course bass viol voice:alto
,lute song,GM,3.0,1610,lute:7-course 6-course bass viol voice:soprano
,lute song,GM,3.0,1610,lute:7-course 6-course bass viol voice:soprano
,lute song,GM,3.0,1610,lute:7-course 6-course bass viol voice:soprano
Lachrimae antiquae,pavane,Am,6.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus: 6-course bass viol 8-course
,pavane,Am,6.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus: 6-course bass viol 8-course
Lachrimae antiquae,pavane,Am,6.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus: 6-course bass viol archlute
Lachrimae antiquae,pavane,Am,6.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus: 6-course bass viol 8-course
Lachrimae antiquae,pavane,Am,6.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus: 6-course bass viol 8-course
Lachrimae antiquae novae,pavane,Am,6.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus: 6-course bass viol 9-course
Lachrimae antiquae novae,pavane,Am,6.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus: 6-course bass viol 9-course
Lachrimae antiquae novae,pavane,Am,6.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus: 6-course bass viol 9-course
Lachrimae gementes,pavane,Am,6.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus: 6-course bass viol 8-course
Lachrimae gementes,pavane,Am,6.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus: 6-course bass viol 8-course
Lachrimae gementes,pavane,Am,6.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus: 6-course bass viol 8-course
Lachrimae tristes,pavane,Am,6.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus: 6-course bass viol 8-course
Lachrimae tristes,pavane,Am,6.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus: 6-course bass viol 8-course
Lachrimae tristes,pavane,Am,6.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus: 6-course bass viol 8-course
Lacrimae tristes,pavane,Am,6.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus: 6-course bass viol 8-course
Lachrimae coactae,pavane,Am,6.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 9-course
Lachrimae coactae,pavane,Am,6.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 9-course
Lachrimae coactae,pavane,Am,6.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus: 6-course bass viol 9-course
Lacrimae coactae,pavane,Am,6.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus: 6-course bass viol 9-course
Lachrimae amantis,pavane,Am,6.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 8-course
Lachrimae amantis,pavane,Am,6.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 8-course
Lachrimae amantis,pavane,Am,6.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 8-course
Lachrimae verae,pavane,Am,6.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 8-course
Lachrimae verae,pavane,Am,6.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 8-course
Lachrimae verae,pavane,Am,6.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 8-course
Lachrimae verae,pavane,Am,6.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 8-course
Semper Dowland semper dolens,pavane,Am,6.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 8-course
Semper Dowland semper dolens,pavane,Am,6.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 8-course
Semper Dowland semper dolens,pavane,Am,6.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 8-course
Sir Henry Umptons Funerall,pavane lament tombeau,Gm,6.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 8-course
Sir Henry Umptons Funerall,pavane tombeau lament,Gm,6.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 8-course
Sir Henry Umptons Funerall,pavane lament tombeau,Gm,6.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 8-course
John Langtons Pavane,pavane,FM,6.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 10-course
John Langtons Pavane,pavane,FM,6.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 10-course
John Langtons Pavane,pavane,FM,6.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 10-course
King of Denmarks galliard,galliard battle,DM,4.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 8-course
King of Denmarks galliard,galliard battle,DM,4.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 8-course
King of Denmarks galliard,galliard battle,DM,4.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 8-course
The Earl of Essex galliard,galliard,Gm,4.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 10-course
The Earl of Essex galliard,galliard,Gm,4.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 10-course
The Earl of Essex galliard,galliard,Gm,4.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 10-course
Sir John Souch his galliard,galliard,Am,3.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 6-course
Sir John Souch his galliard,galliard,Am,3.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 6-course
Sir John Souch his galliard,galliard,Am,3.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 6-course
Sir Henry Noel his galliard,galliard,Gm,,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 9-course
Sir Henry Noel his galliard,galliard,Gm,3.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 9-course
Sir Henry Noel his galliard,galliard,Gm,3.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 9-course
Giles Hobies his galliard,galliard,Dm,3.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 8-course
Giles Hobies his galliard,galliard,Dm,3.0,1605,cantus:treble viol altus:alto viol tenor viol quintus:tenor viol bassus:6-course bass viol 8-course
