Piece,Type,Key,Difficulty,Date,Ensemble
O passi sparsi,vocal intabulation,Gm,3.0,1526,6-course
O passi sparsi,lute song,Am,3.0,1526,6-course alto
O passi sparsi,lute song,Am,3.0,1526,6-course alto
O passi sparsi,lute song,Gm,3.0,1526,8-course alto
O passi sparsi,lute song,Gm,3.0,1526,8-course alto
Fantasy,fantasia,CM,3.0,1547,6-course
Suite 1 in D minor,trio,Dm,4.0,1747,archlute 6-course bass viol 1:6-course bass viol 6-course bass viol 2:6-course bass viol
Suite 1 in D minor,trio,Dm,4.0,1747,archlute 6-course bass viol 1:6-course bass viol 6-course bass viol 2:6-course bass viol
Suite 1 in D minor,trio,Dm,4.0,1747,archlute 6-course bass viol 1:6-course bass viol 6-course bass viol 2:6-course bass viol
Suite 1 in D minor,trio,Dm,4.0,1747,archlute 6-course bass viol 1:6-course bass viol 6-course bass viol 2:6-course bass viol
Suite 1 in D minor,trio,Dm,4.0,1747,archlute 6-course bass viol 1:6-course bass viol 6-course bass viol 2:6-course bass viol
Aria detto balletto,balletto balletto-theater,FM,3.0,1637,7-course
Begli Occhi,vocal intabulation,Fm,3.0,1630,8-course
Toccata per spinnetina sola,toccata,Cm,3.0,1628,10-course
Recercar dopo il Credo,ricercar,Dm,3.0,1635,6-course
O mio cor,lute song,BbM,3.0,1630,9-course 6-course bass viol soprano
O mio cor,lute song,BbM,3.0,1630,9-course 6-course bass viol soprano
O mio cor,lute song,BbM,3.0,1630,9-course 6-course bass viol soprano
O mio cor,lute song,BbM,3.0,1630,9-course 6-course bass viol soprano
Suite 18 in G minor,courante,Gm,4.0,1649,11-course baroque
Suite 18 in G minor,sarabande,Gm,4.0,1649,11-course baroque
Suite 18 in G minor,gigue,Gm,4.0,1649,11-course baroque
,fantasia,EM,5.0,1592,6-course
Dragons,bourrée,CM,3.0,1670,11-course baroque
La jalousie,bourrée,Am,3.0,1670,10-course
Chaconne,chaconne chaconne-dance,CM,3.0,1670,10-course
Chaconne,chaconne chaconne-dance,Cm,4.0,1670,10-course
Chaconne,chaconne chaconne-dance,Fm,3.0,1670,10-course
Passacaglia,passacaglia passacaglia-harmony,Cm,3.0,1670,10-course
Suite in C major,suite courante,CM,3.0,1700,11-course baroque
Suite in C major,suite sarabande,CM,3.0,1700,11-course baroque
Ballet,balletto balletto-theater,FM,3.0,1600,7-course
Wo soll ich mich hinkeren,vocal intabulation,Gm,2.0,1532,6-course
Danseries,dance,Gm,3.0,1555,6-course
Gagliarda,galliard,Am,3.0,1590,6-course bass viol tenor viol 2:tenor viol tenor viol 1:tenor viol treble viol
Io pur respiro,lute song,Am,5.0,1613,10-course alto
Io pur respiro,lute song,Am,5.0,1613,10-course alto
Io pur respiro,lute song,Am,5.0,1613,10-course alto
The silver swan,lute song madrigal,FM,3.0,1610,soprano alto 1:alto alto 2:alto tenor bass 7-course
Capriccio,capriccio,Cm,3.0,1735,11-course baroque
Dance of the Blessed Spirits,dance minuet,FM,3.0,1774,violin 1:violin violin 2:violin violin 3:violin viola cello archlute
Dance of the Blessed Spirits,dance minuet,FM,3.0,1774,violin 1:violin violin 2:violin violin 3:violin viola cello archlute
Pavane - Chi passa per questa strada,pavanedance,Gm,3.0,1561,6-course
Ricercar 2,ricercar,Cm,3.0,1564,6-course
What is beauty but a breath?,lute song,Gm,3.0,1604,8-course soprano
What is beauty but a breath?,lute song,Gm,3.0,1604,8-course soprano
Si le parler et le silence,lute song air de cour,Cm,3.0,1610,6-course bass viol 10-course soprano
Si le parler et le silence,lute song air de cour,Cm,3.0,1610,6-course bass viol 10-course soprano
Si le parler et le silence,lute song air de cour,Cm,3.0,1610,6-course bass viol 10-course soprano
Si le parler et le silence,lute song air de cour,Cm,3.0,1610,6-course bass viol 10-course soprano
Allez courez,lute song air de cour,FM,2.0,1617,7-course soprano
Allez courez,lute song air de cour,FM,2.0,1617,7-course soprano
Allez courez,lute song air de cour,FM,2.0,1617,7-course soprano
En fin le ciel,lute song air de cour,Am,3.0,1617,lute:6-course bass tenor alto soprano
Quel subit changement,lute song air de cour,BbM,3.0,1617,8-course soprano
Vous que le bonheur,lute song air de cour,Cm,3.0,1610,6-course bass viol 9-course soprano
Vous que le bonheur,lute song air de cour,Cm,3.0,1610,6-course bass viol 9-course soprano
Vous que le bonheur,lute song air de cour,Cm,3.0,1610,6-course bass viol 9-course soprano
Vous que le bonheur,lute song air de cour,Cm,3.0,1610,6-course bass viol 9-course soprano
Suite in D minor,suite sarabande,Dm,3.0,c.1600,11-course baroque
Suite in D minor,suite allemande,Dm,3.0,c.1600,11-course baroque
Suite in D minor,suite courante double,Dm,3.0,c.1600,11-course baroque
Suite in D minor,suite courante,Dm,3.0,c.1600,11-course baroque
Suite in D minor,suite sarabande,Dm,3.0,c.1600,11-course baroque
Suite in D minor,suite sarabande double,Dm,3.0,c.1600,11-course baroque
O eyes leave off your weeping,lute song,Cm,3.0,1610,6-course bass viol 6-course soprano
O eyes leave off your weeping,lute song,Cm,3.0,1610,6-course bass viol 6-course soprano
O eyes leave off your weeping,lute song,Cm,3.0,1610,6-course bass viol 6-course soprano
O eyes leave off your weeping,lute song,Cm,3.0,1610,6-course bass viol 6-course soprano
Suite in C Major,chaconne chaconne-dance,CM,3.0,1702,archlute
Passacaglia,passacaglia passacaglia-harmony,Gm,4.0,1720,8-course
Care selve,aria,AM,4.0,1736,archlute soprano
Care selve,aria,AM,4.0,1736,archlute soprano
Sonata in F major,suite larghetto,FM,3.0,1732,archlute alto recorder
Sonata in F major,suite larghetto,FM,3.0,1732,archlute alto recorder
Sonata in F major,suite larghetto,FM,3.0,1732,archlute alto recorder
Sonata in F major,suite larghetto,FM,3.0,1732,archlute alto recorder
Sonata in F major,suite allegro,FM,3.0,1732,archlute alto recorder
Sonata in F major,suite allegro,FM,3.0,1732,archlute alto recorder
Sonata in F major,suite larghetto,FM,3.0,1732,archlute alto recorder
Sonata in F major,suite siciliana siciliana-style,FM,3.0,1732,archlute alto recorder
Sonata in F major,suite siciliana siciliana-style,FM,3.0,1732,archlute alto recorder
Sonata in F major,suite larghetto,FM,3.0,1732,archlute alto recorder
Sonata in F major,suite allegro,FM,3.0,1732,archlute alto recorder
Sonata in F major,suite allegro,FM,3.0,1732,archlute alto recorder
Sweet Echo,lute song,Dm,3.0,1634,8-course
Sweet Echo,lute song,Dm,3.0,1634,8-course soprano
Allemande,allemande,CM,2.0,1605,6-course
Allemande,allemande,Gm,3.0,1600,6-course bass viol 6-course
Allemande,allemande,Gm,3.0,1600,6-course bass viol 6-course
Cradle Pavane,pavane,CM,4.0,1600,6-course
Galliard,vocal intabulation religious galliard,Am,2.0,1599,6-course bass viol 9-course
Galliard,galliard vocal intabulation religious,Am,2.0,1599,9-course 6-course bass viol
Fantasy 1,fantasia,Gm,3.0,1600,6-course
Fantasy 2 (in F),fantasia,FM,3.0,c.1595,7-course
Fantasy 2,fantasia,Gm,3.0,c.1595,6-course
Fantasy 3,fantasia,FM,3.0,c.1595,6-course
Galliard 17,galliard,FM,3.0,1600,7-course
Mr. D. Bonds Galliard,galliard,Gm,3.0,1600,7-course
Heigh ho holiday,galliard,Cm,3.0,1605,6-course
Pavan 3,pavane,EbM,3.0,1600,8-course 6-course bass viol tenor viol treble viol
Pavan 3,pavane,EbM,3.0,1600,8-course 6-course bass viol tenor viol treble viol
Pavan 4,pavane,EbM,2.0,1600,8-course 6-course bass viol tenor viol treble viol
Pavan 4,pavane,EbM,2.0,1600,8-course 6-course bass viol tenor viol treble viol
Cradle of conceites,pavane,GM,5.0,1595,7-course
Pavane,pavane,Gm,4.0,1610,8-course
Pavane,pavane,Gm,4.0,1610,8-course
Pavane,pavane,CM,3.0,c.1610,10-course
Pavane,pavane,Gm,5.0,1600,8-course
Pavane,pavane,CM,4.0,1605,6-course
Pavane,pavane,Fm,3.0,c.1610,7-course
Pavane,pavane,Cm,4.0,1600,6-course
Playfellow No. 1,coranto,CM,3.0,1605,6-course
Playfellow 2 - Wanton,toy,CM,3.0,1600,6-course
Walsingham,vocal intabulation variation,AbM,3.0,1600,7-course
Pavan I,pavane,Am,3.0,1600,14-course theorbo 6-course bass viol tenor viol treble viol
Pavan I,pavane,Am,3.0,1600,14-course theorbo 6-course bass viol tenor viol treble viol
Pavan II,pavane,Am,3.0,1600,14-course theorbo 6-course bass viol tenor viol treble viol
Pavan II,pavane,Am,3.0,1600,14-course theorbo 6-course bass viol tenor viol treble viol
Fantasy,fantasia,Dm,5.0,1610,7-course
Fantasy 2,fantasia,FM,3.0,1619,7-course
Captain Humes Lamentation,lament,Gm,3.0,1605,6-course bass viol treble viol
Captain Humes Lamentation,lament,Gm,3.0,1605,6-course bass viol 6-course bass viol
Captain Humes Lamentation,lament,Gm,3.0,1605,6-course bass viol treble viol
Captain Humes Lamentation,lament,Gm,3.0,1605,8-course 6-course bass viol
Captain Humes Lamentation,lament,Gm,3.0,1605,8-course 6-course bass viol
Captain Humes Lamentation,lament,Gm,3.0,1605,8-course treble viol
Tobacco is like love,lute song,Dm,3.0,1605,6-course d bass lute 6-course bass viol tenor viol soprano
Tobacco is like love,lute song,Dm,3.0,1605,6-course d bass lute 6-course bass viol tenor viol soprano
Tobacco is like love,lute song,Dm,3.0,1605,8-course 6-course bass viol tenor viol soprano
Tobacco is like love,lute song,Dm,3.0,1605,8-course 6-course bass viol tenor viol soprano
Tobacco is like love,lute song,Dm,3.0,1605,8-course 6-course bass viol tenor viol soprano
Wolauff gut gsell von hinnen,vocal intabulation,FM,3.0,1500,7-course
Suite for Lute in Eb major,suite allemande,EbM,3.0,1735,9-course baroque
Suite for Lute in Eb major,suite courante,EbM,3.0,1735,9-course baroque
Suite for Lute in Eb major,suite air,EbM,3.0,1735,9-course baroque
Suite for Lute in Eb major,suite gigue,EbM,3.0,1735,9-course baroque
Suite for Lute in Eb major,suite bourrée,EbM,3.0,1735,9-course baroque
Go to bed sweet Muse,lute song,Gm,3.0,1605,6-course soprano
66. Fantasia,fantasia,Fm,4.0,1574,6-course
Fantasy in F Major,fantasia,FM,3.0,1747,11-course baroque
Mrs. Francis Taylors Galliard,galliard,GM,3.0,1600,7-course
Mrs. Francis Taylors Galliard,galliard,GM,3.0,1600,8-course
La nuict froide et sombre,vocal intabulation,Dm,4.0,1549,8-course
La nuict froide et sombre,vocal intabulation,Fm,4.0,1549,7-course
Susanne ung jour,lute song,Cm,3.0,1588,8-course soprano
Susanne ung jour,lute song,Cm,3.0,1588,8-course soprano
Suite in D la re sol,allemande,Dm,3.0,1687,11-course baroque
Suite in D la re sol,courante,Dm,3.0,1687,11-course baroque
Suite in D la re sol,courante double,Dm,3.0,1687,11-course baroque
Suite in D la re sol,sarabande,Dm,3.0,1687,11-course baroque
Suite in D la re sol,gavotte,Dm,3.0,1687,11-course baroque
Suite in D la re sol,minuet,Dm,3.0,1687,11-course baroque
Suite in D la re sol,canarie,Dm,3.0,1687,11-course baroque
Suite in D la re sol,courante,Dm,3.0,1687,11-course baroque
Suite in D la re sol,courante,Dm,3.0,1687,11-course baroque
Suite in D la re sol,courante,Dm,3.0,1687,6-course guitar alto recorder
,courante,Am,3.0,1687,14-course theorbo
Che non fa,lute song,Dm,3.0,1676,archlute 6-course bass viol soprano
Che non fa,lute song,Dm,3.0,1676,archlute 6-course bass viol soprano
Che non fa,lute song,Dm,3.0,1676,archlute 6-course bass viol soprano
Revecy venir du Printans,lute song madrigal,FM,3.0,1565,7-course soprano
Revecy venir du printans,madrigal,FM,3.0,1565,bass tenor alto soprano
Revecy venir du Printans,lute song madrigal,FM,3.0,1565,6-course f lute bass tenor alto soprano
Revecy venir du Printans,lute song madrigal,FM,3.0,1565,7-course soprano
Sonata in A minor,sonata,Am,3.0,1652,8-course 6-course bass viol violin
Sonata in A minor,sonata,Am,3.0,1652,8-course 6-course bass viol violin
Sonata in A minor,sonata,Am,3.0,1652,9-course 6-course bass viol violin
Sonata in A minor,sonata,Am,3.0,1652,9-course 6-course bass viol violin
Sonata in A minor,sonata,Am,3.0,1652,9-course 6-course bass viol violin
Sonata in A minor,sonata,Am,3.0,1652,9-course 6-course bass viol violin
Sonata in A minor,sonata,Am,3.0,1652,9-course 6-course bass viol violin
Sonata in A minor,sonata,Am,3.0,1652,9-course 6-course bass viol violin
Sinfonia for 2 violins in G minor,sinfonia,Gm,3.0,1700,violin 1:violin violin 2:violin cello 8-course
Sinfonia for 2 violins in G minor,sinfonia,Gm,3.0,1700,violin 1:violin violin 2:violin cello 8-course
Passacaille,passacaglia passacaglia-harmony,Gm,3.0,1868,continuo cello
Spanish Measures,lute duet,Gm,3.0,1625,lute 1:6-course lute 2:6-course
Spanish Measures,lute duet,Gm,3.0,1625,lute 1:6-course lute 2:6-course
Spanish Measures,lute duet,Gm,3.0,1625,lute 1:6-course lute 2:6-course
A treble,lute duet,GM,3.0,1595,treble:6-course ground:6-course
A treble,lute duet,GM,3.0,1595,treble:6-course ground:6-course
Aria del Gran Duca,lute duet,GM,3.0,1611,treble:6-course ground:6-course
Aria del Gran Duca,lute duet,GM,3.0,1611,treble:6-course ground:6-course
Aria del Gran Duca,lute duet,GM,3.0,1611,treble:6-course ground:6-course
Aria del Gran Duca,lute duet,GM,3.0,1611,treble:6-course ground:6-course
Aria del Gran Duca,lute duet,GM,3.0,1611,treble:6-course ground:6-course
Churches Galliard,galliard,GM,3.0,1575,lute 1:6-course lute 2:6-course a lute lute 3:6-course lute 4:7-course d bass lute lute 5:7-course e lute cittern
Churches Galliard,galliard,GM,3.0,1575,lute 1:6-course lute 2:6-course a lute lute 3:6-course lute 4:7-course d bass lute lute 5:7-course e lute cittern
Churches Galliard,galliard,GM,3.0,1575,lute 1:6-course lute 2:6-course a lute lute 3:6-course lute 4:7-course d bass lute lute 5:7-course e lute cittern
Churches Galliard,galliard,GM,3.0,1575,lute 1:6-course lute 2:6-course a lute lute 3:6-course lute 4:7-course d bass lute lute 5:7-course e lute cittern
Churches Galliard,galliard,GM,3.0,1575,lute 1:6-course lute 2:6-course a lute lute 3:6-course lute 4:7-course d bass lute lute 5:7-course e lute cittern
Churches Galliard,galliard,GM,3.0,1575,lute 1:6-course lute 2:6-course a lute lute 3:6-course lute 4:7-course d bass lute lute 5:7-course e lute cittern
Churches Galliard,galliard,GM,3.0,1575,lute 1:6-course lute 2:6-course a lute lute 3:6-course lute 4:7-course d bass lute lute 5:7-course e lute cittern
Drewries Accordes,lute duet,GM,3.0,1616,lute 1:6-course lute 2:6-course
Drewries accordes,lute duet,GM,3.0,1616,lute 1:6-course lute 2:6-course
Drewries accordes,lute duet,GM,3.0,1616,lute 1:6-course lute 2:6-course
La Rossignol Lute 1,lute duet,Gm,3.0,1616,lute 1:6-course lute 2:6-course
La Rossignol Lute 2,lute duet,Gm,3.0,1616,lute 1:6-course lute 2:6-course
La Rossignol,lute trio,Gm,4.0,1616,lute 1:6-course lute 2:6-course lute 3:6-course
La Rossignol,lute duet,Gm,3.0,1616,lute 1:6-course lute 2:6-course
La Rossignol,lute trio,Gm,4.0,1616,lute 1:6-course lute 2:6-course lute 3:6-course
The Quadro Galliard,lute duet,GM,4.0,1616,lute 1:6-course lute 2:6-course
The Quadro Galliard,lute duet,GM,4.0,1616,lute 1:6-course lute 2:6-course
The Quadro Galliard,lute duet,GM,4.0,1616,lute 1:6-course lute 2:6-course
Mounsiers allemande duet,lute duet,GM,4.0,1600,8-course 6-course
Mounsiers Allemande ground,lute duet,GM,3.0,1600,8-course 6-course
Mounsiers Allemande ground,lute duet,GM,4.0,1600,8-course 6-course
Mounsiers Allemande ground,lute duet,GM,4.0,1600,8-course 6-course
Mounsiers Allemande treble,lute duet,GM,4.0,1600,8-course 6-course
Mounsiers Allemande treble,lute duet,GM,4.0,1600,8-course 6-course
Ave verum Corpus,lute duet religious hymn vocal intabulation,GM,3.0,1605,lute 1:6-course d descant lute lute 2:6-course
Fantasy à 3 No 2,fantasia,CM,2.0,1630,lute 1:6-course lute 2:6-course lute 3:6-course
Fantasy à 3 No 2,fantasia,CM,2.0,1630,lute 1:6-course lute 2:6-course lute 3:6-course
Fantasy à 3 No 2,fantasia,CM,2.0,1630,lute 1:6-course lute 2:6-course lute 3:6-course
Fantasy à 3 No 2,fantasia,CM,2.0,1630,lute 1:6-course lute 2:6-course lute 3:6-course
Io vo gridando,lute trio vocal intabulation,BbM,3.0,1584,lute 1:6-course a lute lute 2:6-course lute 3:7-course d bass lute
Io vo gridando,lute trio vocal intabulation,BbM,3.0,1584,lute 1:6-course a lute lute 2:6-course lute 3:7-course d bass lute
Io vo gridando,lute trio vocal intabulation,BbM,3.0,1584,lute 1:6-course a lute lute 2:6-course lute 3:7-course d bass lute
Io vo gridando,lute trio vocal intabulation,BbM,3.0,1584,lute 1:6-course a lute lute 2:6-course lute 3:7-course d bass lute
Short allemande - duet,lute duet allemande,Cm,4.0,1600,lute 1:6-course lute 2:6-course
Fantasy for two equal lutes,lute duet,CM,3.0,2002,lute 1:6-course lute 2:10-course
Fantasy for two lutes,lute duet,CM,3.0,2002,lute 1:6-course d descant lute lute 2:10-course
Fantasy for two lutes,lute duet,CM,3.0,2002,lute 1:6-course d descant lute lute 2:10-course
Fantasy for two equal lutes,lute duet,CM,3.0,2002,lute 1:6-course d descant lute lute 2:10-course
Fantasy for two lutes,lute duet,CM,3.0,2002,lute 1:6-course d descant lute lute 2:10-course
Lord Chamberlains Galliard,lute duet galliard,BbM,3.0,1597,lute 1:6-course lute 2:6-course
Lord Chamberlains Galliard,lute duet galliard,BbM,3.0,1597,lute 1:6-course lute 2:6-course
Lord Chamberlains Galliard,lute duet galliard,BbM,3.0,1597,lute 1:6-course lute 2:6-course
Suzannah galliard,lute duet galliard,Am,3.0,1600,lute 1:6-course d descant lute lute 2:6-course
Suzannah galliard,lute duet galliard,Am,4.0,1600,lute 1:6-course lute 2:6-course
Suzannah galliard,lute duet galliard,Am,3.0,1600,lute 1:6-course d descant lute lute 2:6-course
The Spanish pavane,lute duet pavane,Cm,4.0,1616,lute 1:6-course lute 2:6-course
The Spanish pavane,lute duet pavane,Cm,4.0,1616,lute 1:6-course lute 2:6-course
The Spanish pavane,lute duet pavane,Cm,4.0,1616,lute 1:6-course lute 2:6-course
Donna crudel,lute trio vocal intabulation,CM,3.0,1584,lute 1:6-course a lute lute 2:6-course lute 3:7-course d bass lute
Donna crudel,lute trio vocal intabulation,CM,3.0,1584,lute 1:6-course a lute lute 2:6-course lute 3:7-course d bass lute
Donna crudel,lute trio vocal intabulation,CM,3.0,1584,lute 1:6-course a lute lute 2:6-course lute 3:7-course d bass lute
Donna crudel,lute trio vocal intabulation,CM,3.0,1584,lute 1:6-course a lute lute 2:6-course lute 3:7-course d bass lute
1. Mr. Southcotes pavane,viol duet pavane,Bbm,3.0,1607,viol 1:6-course bass viol viol 2:6-course bass viol
1. Mr. Southcotes pavane,viol duet pavane,Bbm,3.0,1607,viol 1:6-course bass viol viol 2:6-course bass viol
1. Mr. Southcotes pavane,viol duet pavane,Bbm,3.0,1607,viol 1:6-course bass viol viol 2:6-course bass viol
1. Mr. Southcotes galliard,viol duet galliard,Bbm,3.0,1607,viol 1:6-course bass viol viol 2:6-course bass viol
1. Mr. Southcotes galliard,viol duet galliard,Bbm,3.0,1607,viol 1:6-course bass viol viol 2:6-course bass viol
1. Mr. Southcotes galliard,viol duet galliard,Bbm,3.0,1607,viol 1:6-course bass viol viol 2:6-course bass viol
3. An allemande,viol duet allemande,BbM,3.0,1607,viol 1:6-course bass viol viol 2:6-course bass viol
3. An allemande,viol duet allemande,BbM,3.0,1607,viol 1:6-course bass viol viol 2:6-course bass viol
3. An allemande,viol duet allemande,BbM,3.0,1607,viol 1:6-course bass viol viol 2:6-course bass viol
4. A pavane,viol duet pavane,Bbm,3.0,1607,viol 1:6-course bass viol viol 2:6-course bass viol
4. A pavane,viol duet pavane,Bbm,3.0,1607,viol 1:6-course bass viol viol 2:6-course bass viol
4. A pavane,viol duet pavane,Bbm,3.0,1607,viol 1:6-course bass viol viol 2:6-course bass viol
5. The galliard,viol duet galliard,Bbm,3.0,1607,viol 1:6-course bass viol viol 2:6-course bass viol
